Terakhir
51,54
51,39
51
50,81
50,57
51,24
51,22
51,03
50,36
50,88
51,44
50,86
51,64
50,79
49,94
49,98
50,1
49,9
48,99
50,17
50,71
50,54
50,63
50,11
50,77
50,13
50,27
50,69
50,3
49,6
49,7
49,92
49,65
49,01
48,77
48,96
48,48
48,15
49,15
48,53
49,29
48,78
48,49
48,95
48,68
48,51
48,7
49,23
50,16
50,11
50,2
51,08
49,96
50,52
52,18
52,76
